h3_05,pop_total,pop_density_per_km2,total_idps_district,num_idp_hh_displaced_to_dtm_12m,exposure_drought_pct,exposure_extreme_heat_pct,exposure_flooding_pct,conflict_incidents,conflict_fatalities,num_idp_hh_displaced_from_dtm_12m,ipc3_pct,pct_wasted,pct_stunted_mod_sev,prim_school_walk_30m_plus_pct,sec_school_walk_30m_plus_pct,num_schools_per_1000_children,bemonc_walk_60m_plus_pct,num_health_facilities_per_10000
8552c48ffffffff,170996.0,44.19567678,15775.0,0.0,0.884418349,1.0,0.016392196,27.0,6.0,5.0,0.35,0.172,0.324,0.09,0.25,0.63,1.0,2.43
8552c493fffffff,77022.14409630663,47.66653171148994,8225.578111720386,0.0,0.057583138009825285,0.07265651089903737,0.07440141158564448,26.92484919294831,12.013954504049218,1.2646267898999177,0.35,0.17199999999999996,0.32399999999999995,0.12410450204371205,0.4116559513079512,1.4529039057648538,1.0,3.853804070928775
8552c497fffffff,108354.0,51.25040684,12395.0,0.0,0.0,0.0,0.026598003,42.0,19.0,2.0,0.35,0.172,0.324,0.05,0.35,1.55,1.0,3.0
8552c49bfffffff,22434.0,28.26385022,303.0,0.0,0.215922261,0.272443612,0.215922261,1.0,0.0,0.0,0.35,0.172,0.324,0.29,0.46,1.22,1.0,5.41
8552c4a3fffffff,170996.0,44.19567678,15775.0,0.0,0.884418349,1.0,0.016392196,27.0,6.0,5.0,0.35,0.172,0.324,0.09,0.25,0.63,1.0,2.43
8552c4a7fffffff,170996.0,44.19567678,15775.0,0.0,0.884418349,1.0,0.016392196,27.0,6.0,5.0,0.35,0.172,0.324,0.09,0.25,0.63,1.0,2.43
8552c4abfffffff,170996.0,44.19567678,15775.0,0.0,0.884418349,1.0,0.016392196,27.0,6.0,5.0,0.35,0.172,0.324,0.09,0.25,0.63,1.0,2.43
8552c4b3fffffff,117990.39842990083,50.165157491742306,12914.955089126543,0.0,0.136052609905161,0.15383286660548579,0.025028014453167664,39.692507000917715,17.000172734128682,2.4614985998164576,0.35,0.172,0.324,0.05615331466421943,0.3346167133394514,1.408473762722953,1.0,2.912315266034873
8552c4b7fffffff,127401.23468944157,47.853648793557696,11150.775193106518,0.0,0.5682633999084404,0.6425278269621704,0.03312751979087192,22.469157441489845,5.700675672452986,3.3456467071172407,0.3354515806557682,0.172,0.324,0.08443016468502587,0.30029563664801473,1.1509135345386625,1.0,3.172050654368138
8552c4bbfffffff,168400.67084310536,44.48796225330448,15634.962763795793,0.0,0.8477758930111695,0.9585688650283414,0.0168150341673117,27.621467024574876,6.538604754631561,4.875706595085024,0.35,0.172,0.324,0.08834275460113365,0.25414311349716584,0.6681166441739259,1.0,2.4536157469338455
8552c4c3fffffff,123459.35882319347,62.26805530562213,10231.726100044776,0.0,0.7075713918460542,0.6378050810332914,0.046106460913394515,18.19365103708825,3.5417676854570694,2.925565267341666,0.3205937848781534,0.2255193115217608,0.3363506103511756,0.10814113734432246,0.29844470677283036,0.8526444796360373,1.0,2.8887429450727944
8552c4c7fffffff,170996.0,44.19567678,15775.0,0.0,0.884418349,1.0,0.016392196,27.0,6.0,5.0,0.35,0.172,0.324,0.09,0.25,0.63,1.0,2.43
8552c4cbfffffff,73627.39293360621,35.415456722534856,4193.668054830403,0.11747144245935162,0.22495676154502273,0.6241119327712494,0.0037794634423904587,8.387494555851966,2.8872365372669013,1.2732387104756755,0.2725813842582385,0.31387368985580594,0.3567400822744168,0.20639490416368617,0.4288637578591833,0.9547310172337279,1.0,3.735437819974285
8552c4cffffffff,170996.0,44.19567678,15775.0,0.0,0.884418349,1.0,0.016392196,27.0,6.0,5.0,0.35,0.172,0.324,0.09,0.25,0.63,1.0,2.43
8552c4d3fffffff,52004.07886551871,80.2018144952803,1622.486401359239,0.0,0.31548893201831313,0.11993927840271831,0.1683869008466086,3.5664012470668083,0.0,0.0,0.2989942634185168,0.28513355803184776,0.3501077441611956,0.15372235549388966,0.41982753409907503,1.1274026332868643,1.0,3.527337143589399
8552c4d7fffffff,31132.490630723427,29.196678561449833,1208.9049221103166,0.0,0.2550635417995535,0.31504294712163927,0.20423952651237776,2.522332469937192,0.3513074930624289,0.29275624421869073,0.35,0.172,0.32399999999999995,0.27828975023125235,0.447704237742815,1.1854547631821943,1.0,5.23551727844566
8552c4dbfffffff,56664.49021759844,68.42192665375799,1859.9308742339433,0.0,0.27278671139991645,0.3127597666903944,0.01599193407826943,5.135937955804578,1.145624817678169,0.0,0.25,0.354,0.366,0.1631062335910352,0.4116499854142535,1.0927187591160916,1.0,3.509121744639891
8552c583fffffff,36768.0,10.08374964,530.0,0.0,0.0,1.0,0.094484334,14.0,11.0,0.0,0.35,0.172,0.324,0.09,0.36,1.04,1.0,3.25
8552c587fffffff,36768.0,10.08374964,530.0,0.0,0.0,1.0,0.094484334,14.0,11.0,0.0,0.35,0.172,0.324,0.09,0.36,1.04,1.0,3.25
8552c58bfffffff,36768.0,10.08374964,530.0,0.0,0.0,1.0,0.094484334,14.0,11.0,0.0,0.35,0.172,0.324,0.09,0.36,1.04,1.0,3.25
8552c593fffffff,36768.0,10.08374964,530.0,0.0,0.0,1.0,0.094484334,14.0,11.0,0.0,0.35,0.172,0.324,0.09,0.36,1.04,1.0,3.25
8552c597fffffff,36768.0,10.08374964,530.0,0.0,0.0,1.0,0.094484334,14.0,11.0,0.0,0.35,0.172,0.324,0.09,0.36,1.04,1.0,3.25
8552c59bfffffff,54089.842528764646,14.485822458426654,2497.3353499345662,0.0,0.11413233729868591,1.0,0.08440670699840155,15.677622797582773,10.354760462468166,0.6452395375318355,0.35,0.172,0.324,0.09000000000000001,0.34580473017429963,0.9870903579223896,1.0,3.144180715844779
8552c5b3fffffff,36768.0,10.08374964,530.0,0.0,0.0,1.0,0.094484334,14.0,11.0,0.0,0.35,0.172,0.324,0.09,0.36,1.04,1.0,3.25
8552c5d3fffffff,170996.0,44.19567678,15775.0,0.0,0.884418349,1.0,0.016392196,27.0,6.0,5.0,0.35,0.172,0.324,0.09,0.25,0.63,1.0,2.43
8552c5d7fffffff,170996.0,44.19567678,15775.0,0.0,0.884418349,1.0,0.016392196,27.0,6.0,5.0,0.35,0.172,0.324,0.09,0.25,0.63,1.0,2.43
8552c683fffffff,152824.0,301.9419076,39327.0,0.0,0.0,0.763420667,0.0,26.0,4.0,3.0,0.35,0.132,0.285,0.12,0.25,0.26,0.99,0.98
8552c687fffffff,128834.42304548685,8492.97044976088,19451.960135365392,0.0,0.0,0.19883631406190336,0.0,39.04960156227148,1.4767477043504424,0.5016066550171945,0.345179030754252,0.132,0.2849999999999999,0.01009361102783099,0.049331716106982046,0.1602709089673112,0.9899999999999999,0.7200388086969943
8552c693fffffff,148398.24776919177,155.53412226865714,35203.91968032338,16.122958946478075,0.0,0.9368006157974621,0.022702064259707107,22.335691148527708,3.267138229705542,24.25299133853928,0.35,0.29469531300536966,0.3443618033938511,0.13465723540588917,0.3599292655441687,0.47252991338539285,0.9973286177029446,1.639575593265012
8552c697fffffff,182774.2494289452,2844.171187115858,52731.614648639,3.5470514243412437,0.0,0.5672855287710591,0.004994454779373524,25.084649315900087,4.0266067699585415,7.055843608956786,0.35,0.16779297346380712,0.2980595984259837,0.12470236336351115,0.2647708954926191,0.20872332802799873,0.9916122961019733,0.734740520285365
8552c69bfffffff,152729.4994897409,298.815747413398,39238.962266812756,0.34426415394938586,0.0,0.7671227480871434,0.0004847439586751469,25.921758146829685,3.984351629365937,3.453802748387827,0.35,0.13547393828076199,0.2862675180213591,0.12031296741268126,0.25234725559510945,0.2645380274838783,0.9901564837063406,0.9940835335706567
8552c6d3fffffff,127227.74803638339,213.76131134422155,28009.76063795758,0.0006615152067800965,0.007897609342421076,0.7650883733443161,0.0,21.626037836634474,3.375573522152141,2.062864146823126,0.318778676107607,0.2013480531350887,0.31030266803577555,0.16058275969606,0.35614919365810216,0.5817549376214444,0.9931237861772563,1.7514544592570553
8552e003fffffff,49253.0,16.29219793,5001.0,0.0,0.0,0.0,0.056483869,5.0,8.0,3.0,0.35,0.111,0.396,0.15,0.48,1.19,1.0,2.47
8552e007fffffff,49824.30589983301,16.338182699984756,4831.107283431584,0.0,0.0,0.0,0.0640333450089344,5.185068318701979,8.0,3.0462670796754945,0.34768664601622523,0.111,0.396,0.15231335398377474,0.4823133539837747,1.1886119876097352,1.0,2.5009989433825814
8552e00bfffffff,54310.207912531754,32.97264641291518,5767.325191790044,1.6564716385626468,0.0,0.0,0.22272075332430935,9.348238051226947,18.560006695836872,4.242353728921985,0.35,0.111,0.396,0.12101174632515367,0.4510117463251536,1.1278823135539007,1.0,2.3312705002703784
8552e00ffffffff,53491.62634645686,16.633367621491224,3740.533856155689,0.0,0.0,0.0,0.11249485702369569,6.373056801573325,8.0,3.3432642003933313,0.33283678998033345,0.11100000000000002,0.396,0.16716321001966658,0.49716321001966657,1.1797020739882,1.0,2.6999870142635323
8552e013fffffff,49253.0,16.29219793,5001.0,0.0,0.0,0.0,0.056483869,5.0,8.0,3.0,0.35,0.111,0.396,0.15,0.48,1.19,1.0,2.47
8552e017fffffff,49253.0,16.29219793,5001.0,0.0,0.0,0.0,0.056483869,5.0,8.0,3.0,0.35,0.111,0.396,0.15,0.48,1.19,1.0,2.47
8552e01bfffffff,49253.0,16.29219793,5001.0,0.0,0.0,0.0,0.056483869,5.0,8.0,3.0,0.35,0.111,0.396,0.15,0.48,1.19,1.0,2.47
8552e023fffffff,61601.0,17.28609619,1329.0,0.0,0.0,0.0,0.219655525,9.0,8.0,4.0,0.3,0.111,0.396,0.2,0.53,1.16,1.0,3.14
8552e027fffffff,61601.0,17.28609619,1329.0,0.0,0.0,0.0,0.219655525,9.0,8.0,4.0,0.3,0.111,0.396,0.2,0.53,1.16,1.0,3.14
8552e02bfffffff,61601.0,17.28609619,1329.0,0.0,0.0,0.0,0.219655525,9.0,8.0,4.0,0.3,0.111,0.396,0.2,0.53,1.16,1.0,3.14
8552e02ffffffff,62235.61248129123,20.033191748208537,1259.1649147225364,0.0,0.0,0.0,0.17391283858720136,11.21698683420519,6.891506582897403,2.891506582897404,0.29999999999999993,0.11099999999999999,0.396,0.18060136520070458,0.4884314968586526,1.1073465626876264,0.9999999999999999,3.295189078394363
8552e033fffffff,61166.083554353674,17.25108949267466,1458.3337535158169,0.0,0.0,0.0,0.21390835649840098,8.859113558261638,8.0,3.9647783895654096,0.3017610805217295,0.111,0.396,0.19823891947827046,0.5282389194782705,1.1610566483130376,1.0,3.1164015210088247
8552e037fffffff,61601.0,17.28609619,1329.0,0.0,0.0,0.0,0.219655525,9.0,8.0,4.0,0.3,0.111,0.396,0.2,0.53,1.16,1.0,3.14
8552e03bfffffff,59592.36209775402,17.12441966618948,1926.3208922130925,0.0,0.0,0.0,0.1931125404831678,8.349323646826697,8.0,3.8373309117066747,0.30813345441466633,0.11100000000000002,0.396,0.19186654558533375,0.5218665455853339,1.1648800726487998,1.0,3.0310117108434724
8552e043fffffff,46323.004866275456,65.15935894730836,3978.2798873762868,2.908041468882072,0.0,0.0,0.35107750489994033,11.088348572934592,23.948603289700575,6.034036320769739,0.3463914932880259,0.10392096309736451,0.41124715640567644,0.06854492969146331,0.41168290915698513,1.2808835874646354,1.0,2.8389418001954985
8552e047fffffff,72836.4157145737,93.3941961948811,8467.137338340808,7.65243737610208,0.0,0.0,0.828043427768582,25.16339035506574,56.77864924282303,8.759673350232939,0.3490179780286044,0.11096334630611973,0.3960789464175883,0.017177148486163862,0.34722648999715655,0.902817970939422,1.0,1.8435221483048225
8552e04bfffffff,17724.421324488914,47.99071215792486,2609.922768864852,5.421172603589523,0.0,0.0,0.0,13.36053824733378,11.343173302717775,11.604511550515006,0.3015140257225973,0.1363151854146039,0.5020528978676895,0.07391692021357915,0.5131748881774959,1.5368669624147973,0.9963858849309403,4.53601647968677
8552e04ffffffff,36492.512479063575,64.18307010050746,4353.990546042938,2.768204573011208,0.0,0.0,0.6181624193767242,9.586854100701537,20.41550872595766,5.749685371707944,0.3486109549410929,0.07699332972457286,0.4692451359778431,0.2008006160284953,0.579243574872724,1.475245955535369,1.0,3.3670932802707183
8552e053fffffff,42891.21023507908,54.927184521240065,9538.682591226172,9.663299340082952,0.0,0.0,0.0,4.7103184672713185,8.59166878126977,6.907541394361242,0.3499999999999999,0.12451151589144341,0.4048936560298108,0.07486904459818604,0.39118649686001544,1.4175733759445968,0.9991448407663642,3.076071337945581
8552e057fffffff,62562.9617074475,73.72894151245895,6710.82240389647,5.19876382480444,0.0,0.0,0.5683316338358972,18.296940846122382,40.6173980921444,7.073979965597967,0.35,0.11100000000000002,0.3960000000000001,0.04677813627629768,0.37677813627629775,1.0457694146982786,1.0,2.1675329233885527
8552e05bfffffff,28280.669653898432,40.40874633283052,4919.93059907832,12.284607871033167,0.0,0.0,0.0,23.970722194357094,22.648656124941947,15.053852911106446,0.317973470287369,0.21594640500027268,0.4650786463292934,0.07857877046518025,0.46884188446425623,1.5651932690734454,0.9933578224683371,4.551693279713488
8552e063fffffff,50922.935715609565,57.24542550856545,2310.3845949575825,0.0,0.0,0.0,0.013765793928060936,24.934611379444995,26.74660162287646,4.0,0.34686650405719116,0.111,0.396,0.4155859186630793,0.6987194146058882,0.7850679675424708,1.0,2.0901903091189182
8552e067fffffff,56292.372441570944,37.1519811657045,1816.8979155262662,0.0,0.0,0.0,0.1172969072527912,16.92193368094224,17.319921977579103,4.0,0.3232998049439477,0.11100000000000002,0.396,0.3071791027421597,0.6138792977982119,0.9736015604484181,1.0,2.6180843692555706
8552e06bfffffff,44773.025527092104,53.45700478165273,2114.5665965931985,0.0,0.0,0.0,0.04049952767952304,22.48174508872834,24.211110095553597,3.4587300136505137,0.3567658748293686,0.10396349017745668,0.41115555961778566,0.4489444495222321,0.7411230242150955,1.0265754682771224,1.0,2.274396893584259
8552e06ffffffff,51159.71317746043,56.35935961484874,2288.623183216198,0.0,0.0,0.0,0.018331232629870912,24.58127422605097,26.33091085417761,4.0,0.34582727713544403,0.111,0.396,0.4108054748230425,0.6949781976875985,0.7933817829164477,1.0,2.1134689921660534
8552e073fffffff,58850.0290713182,18.481683782447547,2070.908251673758,0.0,0.0,0.0,0.18105403439424222,8.782098832232414,8.650783618162631,3.807233189198545,0.3112652995854793,0.111,0.3960000000000001,0.19784567106879747,0.526218712023391,1.1527673319607912,1.0,2.9744023541459175
8552e077fffffff,61097.28782539464,19.171082094818935,1375.2944739125542,0.0,0.0,0.0,0.20994316877090652,9.751677226851404,8.884326149236946,4.0,0.30221081537309236,0.111,0.396,0.2101697507162249,0.5379589353431325,1.1423134770152612,1.0,3.090477735642731
8552e07bfffffff,53863.543295951284,61.31166156408225,3486.8648174855025,1.6497432238569287,0.0,0.0,0.21213604653512247,23.14429959899078,31.172355397867523,4.8158881592417595,0.3484050416836194,0.10820238237630533,0.402025637958727,0.3312096419896121,0.6306475429035072,0.927074797152496,1.0,2.1717601443824748
8552e083fffffff,161870.63773425878,23.76849759413993,156843.14766645286,271.5485628267495,0.0,0.0,0.16399694825615854,35.26954900653589,45.28857486312393,3.8773782320735037,0.35,0.18031288033380682,0.44162366806782216,0.1280655441981624,0.5501902585658803,0.8609831629724359,0.9956131088396325,1.829513890586342
8552e087fffffff,49253.0,16.29219793,5001.0,0.0,0.0,0.0,0.056483869,5.0,8.0,3.0,0.35,0.111,0.396,0.15,0.48,1.19,1.0,2.47
8552e08bfffffff,81816.76736806359,18.45399503332287,48906.665868654425,78.51917698618452,0.0,0.0,0.08757163617713644,13.752541538039955,18.782116387440524,3.253696856175071,0.35,0.13104205163783061,0.4091922365211037,0.14365757859562323,0.5002957484940057,1.0948636789343482,0.9987315157191246,2.284801294992198
8552e08ffffffff,49253.0,16.29219793,5001.0,0.0,0.0,0.0,0.056483869,5.0,8.0,3.0,0.35,0.111,0.396,0.15,0.48,1.19,1.0,2.47
8552e093fffffff,305967.0,33.33456208,351128.0,619.0,0.0,0.0,0.301561933,74.0,93.0,5.0,0.35,0.269,0.5,0.1,0.64,0.44,0.99,1.01
8552e097fffffff,247507.11389396028,29.453610253505712,272306.64628253534,478.0389713859057,0.0,0.0,0.24575182638902934,58.287058199721315,73.64347749241031,4.544552411586125,0.35,0.23301964051530388,0.4763167254024785,0.11138618971034689,0.60356419292689,0.6107928456552031,0.9922772379420693,1.3424767395421289
8552e09bfffffff,305967.0,33.33456208,351128.0,619.0,0.0,0.0,0.301561933,74.0,93.0,5.0,0.35,0.269,0.5,0.1,0.64,0.44,0.99,1.01
8552e0a3fffffff,44068.435956078945,12.969075783401369,3347.3077071487482,0.0,0.0,0.0,0.07483352075142742,4.5446418231844525,5.808872449320017,2.3383785681261173,0.34199743001844446,0.11100000000000002,0.396,0.19908621155680523,0.5811254908854548,1.4864784962295643,1.0,3.2263559746417894
8552e0a7fffffff,23385.06896548867,3.677056405529298,1110.5835391475725,0.0,0.0,0.0,0.029507378306499358,1.0575832417299085,0.05758324172990854,0.02879162086495427,0.34964010473918805,0.111,0.396,0.29928020947837614,0.8179126074872908,2.2818663671056503,1.0,4.827763561132395
8552e0abfffffff,52810.46573856803,16.57854057719569,3943.094736635745,0.0,0.0,0.0,0.10349371478275098,6.15240224767348,8.0,3.28810056191837,0.3355949719040815,0.11100000000000002,0.396,0.1644050280959185,0.49440502809591846,1.1813569831424489,1.0,2.6630273764853083
8552e0affffffff,60254.21102787465,16.806492417259552,1321.3026635006995,0.0,0.0,0.0,0.2129544079500028,8.720096854570889,7.720096854570888,3.860048427285444,0.30174939465893197,0.11100000000000002,0.3960000000000001,0.20349878931786394,0.5401464890218054,1.1995363192918622,1.0,3.199479418403687
8552e0b3fffffff,35592.47627164066,9.649349204852543,2967.465544051462,0.0,0.0,0.0,0.041668597610419786,2.910036530371492,3.8200730607429843,1.432527397778619,0.35,0.11099999999999999,0.396,0.228373630111069,0.6576468949184231,1.7647399541478395,1.0,3.708303355754891
8552e0b7fffffff,23108.0,3.578389633,1109.0,0.0,0.0,0.0,0.028128787,1.0,0.0,0.0,0.35,0.111,0.396,0.3,0.82,2.29,1.0,4.84
8552e0bbfffffff,49253.0,16.29219793,5001.0,0.0,0.0,0.0,0.056483869,5.0,8.0,3.0,0.35,0.111,0.396,0.15,0.48,1.19,1.0,2.47
8552e0c3fffffff,201121.90927480994,39.11040967433249,215064.27458489625,377.23799513354743,0.0,0.0,0.18436258221863197,46.43449886986342,59.12413076808341,5.126390551146831,0.35,0.20936360053827147,0.46074566111379894,0.09298243124726677,0.5477789734675048,0.8299981034860173,0.9937744556621346,1.8349590395503221
8552e0c7fffffff,48776.12183164713,17.23890992769567,4871.5816399807,0.0,0.0,0.0,0.054644862787792466,4.934883844015447,7.9023257660231705,3.0325580779922765,0.35,0.111,0.396,0.14772093454054064,0.4777209345405406,1.1994418426177602,1.0,2.4947441392741303
8552e0cbfffffff,109000.94468962698,125.10946933737236,78770.57933661822,92.30447668119788,0.0,0.0,0.005610828956306139,19.468952946307937,36.73284748953055,28.69825776983367,0.34934823103220125,0.2292341633819523,0.47382501893495593,0.036558278393995454,0.25200337549021234,0.9558464453582736,0.9925168251024081,2.0680404544721513
8552e0cffffffff,38560.81356265882,37.51862818742268,2099.283533253827,0.0,0.0,0.0,0.015251121130104734,3.5400168720773975,5.810025308116096,3.7299915639613017,0.35,0.111,0.3960000000000001,0.09890059052270891,0.4289005905227089,1.4016975535487775,1.0,3.0247935886105894
8552e0d3fffffff,305967.0,33.33456208,351128.0,619.0,0.0,0.0,0.301561933,74.0,93.0,5.0,0.35,0.269,0.5,0.1,0.64,0.44,0.99,1.01
8552e0d7fffffff,279517.7038069854,31.57868379820561,315466.4640362443,555.224302751404,0.0,0.0,0.2763114896850791,66.89091581558462,84.24243252644482,4.793939588857525,0.3499999999999999,0.25272122751974446,0.4892848586205913,0.10515151027856187,0.623515167108602,0.517272654178428,0.9910303020557124,1.1604241001340065
8552e0dbfffffff,183135.6292088754,33.68410288860414,192889.96653528992,339.4337023356428,0.0,0.0,0.16883923143027585,70.40888805258493,53.945491621278755,15.078601233459356,0.3278057256654473,0.269,0.5,0.06373008100106435,0.3827154472280604,1.5260220227728223,0.99,7.761044568038203
8552e103fffffff,23438.82935715847,3.8832209357009595,1175.7836226874049,0.0,0.0,0.0,0.03171965081152641,1.2152730870291995,0.07219367373897738,0.0037996670388935464,0.34968543000549723,0.11099999999999999,0.39599999999999996,0.2982857599773218,0.8160476804901036,2.2764873255913574,0.9999999999999999,4.829325328107544
8552e107fffffff,24900.323448311698,4.913547247852751,1141.3647252987657,0.0,0.0,0.0,0.08232317797733427,1.0922071945833778,0.0,0.0,0.3453896402708311,0.111,0.396,0.28155856108332444,0.7932599135708204,2.173818934824944,1.0,4.778221179629137
8552e10bfffffff,63193.341613649594,44.66229963397161,13521.775918298468,0.0,0.0,0.0,0.007584136815560634,41.1707958520986,13.877184021634063,0.7303781064017928,0.35,0.111,0.396,0.2123546272317849,0.41098826041499603,1.2163441835893645,1.0,3.598357219116952
8552e10ffffffff,50008.7976678174,27.26673490031728,5395.328514082906,0.0,0.0,0.0,0.44075527306194395,14.774644341421405,4.512061188469322,0.2374769046562801,0.3143292707337,0.111,0.39599999999999996,0.12881985437604637,0.48012270364794307,1.042006572644508,1.0,3.9583014899159035
8552e113fffffff,23108.0,3.578389633,1109.0,0.0,0.0,0.0,0.028128787,1.0,0.0,0.0,0.35,0.111,0.396,0.3,0.82,2.29,1.0,4.84
8552e117fffffff,23104.211552443972,3.5795427416269074,1108.628879724549,0.0,0.0,0.0,0.028116648438163326,0.9995684647959874,0.0,0.0,0.35,0.111,0.396,0.3000992530969229,0.8200302074642809,2.2899482157755187,1.0,4.8405739418213365
8552e11bfffffff,23108.0,3.578389633,1109.0,0.0,0.0,0.0,0.028128787,1.0,0.0,0.0,0.35,0.111,0.396,0.3,0.82,2.29,1.0,4.84
8552e123fffffff,42546.0,18.05836184,1460.0,0.0,0.0,0.0,0.615874583,2.0,0.0,0.0,0.3,0.111,0.396,0.1,0.53,1.03,1.0,4.17
8552e127fffffff,42546.0,18.05836184,1460.0,0.0,0.0,0.0,0.615874583,2.0,0.0,0.0,0.3,0.111,0.396,0.1,0.53,1.03,1.0,4.17
8552e12bfffffff,42810.879676114535,20.58485968810796,1412.6906010005353,0.0,0.0,0.0,0.5693208579133917,2.529582824620874,0.08826380410347896,0.08826380410347896,0.3044131902051739,0.111,0.396,0.09558680979482605,0.5229388956717217,1.013229877220339,1.0,3.9546363179875113
8552e12ffffffff,42546.0,18.05836184,1460.0,0.0,0.0,0.0,0.615874583,2.0,0.0,0.0,0.3,0.111,0.396,0.1,0.53,1.03,1.0,4.17
8552e133fffffff,29053.624180098464,8.094393908627872,1209.7434572960842,0.0,0.0,0.0,0.21014569026532293,1.300701998004223,0.0,0.0,0.33449309813481853,0.11100000000000002,0.396,0.24014268157813765,0.7307204919329059,1.8980937482814977,1.0,4.644757447274779
8552e137fffffff,40533.70582321832,17.297504980398713,1362.7393703926011,0.0,0.0,0.0,0.5898075302714882,1.8514955946025484,0.0,0.0,0.30199737365380497,0.1128524553996218,0.39044263380113464,0.13124235256799957,0.5574168875639939,1.085145443601089,1.0,4.26910559474087
8552e13bfffffff,42472.960118610754,18.003952155232085,1458.6810886733394,0.0,0.0,0.0,0.6136660799015914,1.9962424178727625,0.0,0.0,0.3001878791063618,0.11099999999999999,0.396,0.10075151642544747,0.5310896988168988,1.034734553480319,0.9999999999999999,4.172517580025249
8552e143fffffff,66296.94353384843,32.76672112138819,3982.390109988458,0.0,0.0,0.0,0.045277544615704025,23.654737434048855,6.559514397711098,0.17063429318073986,0.308531714659037,0.111,0.396,0.138531714659037,0.3595238848183112,0.944404856022889,1.0,3.604444795818786
8552e147fffffff,77991.0,59.82858339,18104.0,0.0,0.0,0.0,0.0,56.0,19.0,1.0,0.35,0.111,0.396,0.18,0.26,0.82,1.0,3.14
8552e14bfffffff,63891.0,27.19899424,1077.0,0.0,0.0,0.0,0.054592979,17.0,4.0,0.0,0.3,0.111,0.396,0.13,0.38,0.97,1.0,3.7
8552e14ffffffff,69974.18632342615,41.27643186101381,8422.986775104773,0.0,0.0,0.0,0.03103983976539774,33.825834511604285,10.471474812155494,0.4314316541436996,0.32157158270718494,0.11099999999999999,0.396,0.15157158270718496,0.328228201502756,0.9052852518784449,1.0,3.458398273679528
8552e153fffffff,61351.57636299489,22.3664381337799,1176.9509246788066,0.0,0.0,0.0,0.11815145223228624,13.223352185105384,5.40493031023442,1.5660615093053825,0.302014139988387,0.11099999999999999,0.396,0.1642541523733601,0.4564517384967577,1.0975612173854232,1.0,3.526673780432471
8552e157fffffff,54476.22839996915,32.50715610590862,8579.175953028522,0.0,0.0,0.0,0.02044433740098534,28.02858993291236,9.066543797036644,0.43988501215401027,0.34114089292361943,0.11100000000000002,0.3960000000000001,0.21709283448182473,0.495704250921605,1.4094886053171571,1.0,3.890207837996705
8552e15bfffffff,63483.480795630356,25.43493470885007,1121.8449080791042,0.0,0.0,0.0,0.08396684686774974,15.576352124472876,4.711823937763561,0.7118239377635612,0.3,0.111,0.396,0.14245691891086232,0.40669339766613355,1.003811637043769,1.0,3.6003446487131012
8552e163fffffff,76625.75302684432,59.5121557906652,17364.534968675594,0.0,0.0,0.0,0.0,54.86610882293509,19.671935512334766,0.9580040304790772,0.34790020152395384,0.111,0.396,0.17916008060958155,0.2637796372568831,0.8363784281131599,1.0,3.1538586699419047
8552e167fffffff,47149.21934141572,46.066340578245764,1870.5495479016167,0.0,0.0,0.0,0.1080463425550131,10.298768904174834,1.9202268322710383,0.9538026452199952,0.3476901322609997,0.11100000000000002,0.396,0.059286174092571614,0.4434980088693483,0.8477075803962079,1.0,1.9183636469189993
8552e16bfffffff,45888.16506160625,52.388008028080414,715.9930605297851,0.0,0.0,0.0,0.0,29.337336019667436,34.80009717353041,0.012493926654349447,0.30062469633271743,0.111,0.396,0.16024987853308698,0.34887554660110853,1.2051273686048036,1.0,3.4658770042040645
8552e16ffffffff,45601.40751213569,51.12040436822569,644.5333254749801,0.0,0.0,0.0,0.018880350163921863,24.604328146236046,27.689353700979684,0.21673758292282622,0.31083687914614133,0.11100000000000002,0.396,0.13658087130328084,0.37105698113297164,1.1297421704070478,1.0,3.0974537414754852
8552e173fffffff,77991.0,59.82858339,18104.0,0.0,0.0,0.0,0.0,56.0,19.0,1.0,0.35,0.111,0.396,0.18,0.26,0.82,1.0,3.14
8552e177fffffff,58759.096010512665,37.17114737224563,9072.72637965958,0.0,0.0,0.0,0.3340420370125026,26.70080875972311,8.69074032812734,0.4576503654150615,0.3228825182707531,0.11100000000000002,0.396,0.13657868701550227,0.40648313227149885,0.9338985528347914,1.0,3.6982584887997123
8552e17bfffffff,74963.03005317962,59.126781239935056,16463.946635589735,0.0,0.0,0.0,0.0,53.48515215589067,20.490280203916644,0.9068574872552099,0.34534287436276045,0.11100000000000002,0.396,0.1781371497451042,0.26838282614703113,0.8563255799704681,1.0,3.170737029205781
8552e183fffffff,15392.0,4.228532003,1234.0,0.0,0.0,0.195816008,0.134550416,1.0,0.0,0.0,0.3,0.111,0.396,0.26,0.84,1.9,1.0,5.12
8552e187fffffff,15299.919491670042,4.4036812162115595,1148.6761046989582,0.0,0.0,0.1788537901676549,0.12289522248985218,0.9133767560395516,0.0,0.0,0.30433116219802236,0.11099999999999999,0.39599999999999996,0.283388275869321,0.8443311621980223,1.9233882758693208,0.9999999999999999,5.21095440615847
8552e18bfffffff,20600.828727198823,3.7896413532300244,1149.6164345645602,0.0,0.0,0.06362678460500323,0.06270852404425925,1.0,0.0,0.0,0.33375342617417586,0.11099999999999999,0.396,0.2870027409393407,0.8264986295303295,2.163276724158572,1.0,4.930980813424615
