h3_05,pop_total,pop_density_per_km2,total_idps_district,num_idp_hh_displaced_to_dtm_12m,exposure_drought_pct,exposure_extreme_heat_pct,exposure_flooding_pct,conflict_incidents,conflict_fatalities,num_idp_hh_displaced_from_dtm_12m,ipc3_pct,pct_wasted,pct_stunted_mod_sev,prim_school_walk_30m_plus_pct,sec_school_walk_30m_plus_pct,num_schools_per_1000_children,bemonc_walk_60m_plus_pct,num_health_facilities_per_10000
8552412bfffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
8552412ffffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524133fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524137fffffff,7170.374261949964,0.6561992730975772,1147.916441772596,0.0,0.0,0.6451732677620123,0.03246927792978242,1.0512045870284987,0.0,0.0,0.31495984709905,0.131,0.22199999999999998,0.442479923549525,0.4699999999999999,2.1679017217758454,1.0,6.6024799235495255
8552413bfffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524143fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524147fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
8552414bfffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
8552414ffffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524153fffffff,6527.260959610942,0.3455369266478556,205.3544073270545,0.0,0.0,0.6907965316736346,0.06498479268630748,0.0,0.0,0.0,0.34590465177570356,0.1337848367925216,0.22298288357383117,0.4608190696448593,0.43150372669161347,2.562225135401951,1.0,6.509425597943997
85524157fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
8552415bfffffff,8697.569463432763,0.3840117340314054,589.9237107777623,0.0,0.0,0.7696155562172529,0.14154293722100997,0.0,0.0,0.0,0.32500414615338247,0.14799718061569989,0.2279990049231882,0.4649991707693235,0.23503897384179528,1.9101293599855331,1.0,5.945111946141326
85524163fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524167fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
8552416bfffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
8552416ffffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524173fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524177fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
8552417bfffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524183fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524187fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
8552418bfffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
8552418ffffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
85524193fffffff,7833.498000283668,0.8537019990121737,1779.7217746225188,0.0,0.0,0.6264415724151564,0.02159839578978194,1.7036713679406392,0.0,0.0,0.29321095440197864,0.13099999999999998,0.22199999999999998,0.4316054772009893,0.46999999999999986,1.8438432205894821,0.9999999999999998,6.591605477200988
85524197fffffff,8619.956087562623,1.0879382464514222,2529.036547841726,0.0,0.0,0.6042259700435719,0.008705638856750332,2.477490410852041,0.0,0.0,0.26741698630493194,0.131,0.22199999999999998,0.4187084931524659,0.47,1.459513095943486,0.9999999999999999,6.578708493152465
8552419bfffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
855241a3fffffff,6301.65032740709,0.39746121981870486,320.22112204578445,0.0,0.0,0.6697126879964151,0.04671065545661234,0.19644177836053472,0.0,0.0,0.34345194072131546,0.131,0.222,0.45672597036065776,0.47,2.5924339167476007,1.0,6.616725970360658
855241a7fffffff,9101.07226517669,1.231232402681087,2987.430282170641,0.0,0.0,0.5906355627869173,0.0008184875452434253,2.9508746459593542,0.0,0.0,0.25163751180135485,0.131,0.222,0.41081875590067746,0.47,1.2243989258401873,1.0,6.570818755900678
855241abfffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
855241affffffff,6623.965332748181,0.49345852541660573,627.3136410736192,0.0,0.0,0.6606080426086018,0.04142680233468811,0.5135769098866979,0.0,0.0,0.33288076967044344,0.13100000000000003,0.22200000000000003,0.45144038483522175,0.47000000000000003,2.434923468089607,1.0,6.611440384835223
855241b3fffffff,6202.507722604141,0.3679328926439621,225.76088362250823,0.0,0.0,0.6725132348049627,0.04833594423691408,0.09889247878400162,0.0,0.0,0.3467035840405333,0.13100000000000003,0.22200000000000003,0.4583517920202667,0.47000000000000003,2.6408834022039462,1.0,6.618351792020267
855241b7fffffff,9090.022257776614,1.227941302609213,2976.9021511449873,0.0,0.0,0.5909476996630889,0.000999635227264582,2.940002221492241,0.0,0.0,0.2519999259502586,0.131,0.222,0.4109999629751293,0.47,1.2297988966588533,1.0,6.5709999629751294
855241bbfffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
855241c3fffffff,7097.450143104237,0.3556451296837172,306.38947065791575,0.0,0.0,0.7115040740203209,0.0850983506644167,0.0,0.0,0.0,0.34041361572511325,0.13751874130692296,0.2243007322259728,0.46191727685497735,0.37988798781606475,2.390904810623534,1.0,6.361167624578059
855241c7fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
855241cbfffffff,10220.620704503708,0.41101209044722864,859.8018197502719,0.0,0.0,0.8249281594438286,0.19526892909835658,0.0,0.0,0.0,0.31033685762226787,0.1579709368168579,0.23151915417065577,0.4679326284755465,0.09716646164931765,1.4525099578147564,1.0,5.549095155801231
855241cffffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
855241d3fffffff,9066.601813928042,0.39055386782418267,655.3146511582819,0.0,0.0,0.7830176922913898,0.1545606404541896,0.0,0.0,0.0,0.32145029069791947,0.1504138023254148,0.22885193023249933,0.46570994186041614,0.201632732560443,1.7992490697750876,1.0,5.849157848843825
855241d7fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
855241dbfffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
85524203fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524207fffffff,10176.451884193106,0.45812957192394477,1057.2216356433403,0.0,0.0,0.6858046165674239,0.155690768204389,0.0,0.0,0.0,0.31805408910835054,0.16500000000000004,0.23400000000000004,0.3797295544582476,0.07943799207674213,1.1227783643566598,1.0,5.100291562381505
8552420bfffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
8552420ffffffff,8378.665871844612,0.5033157168817886,1068.8389927506003,0.0,0.0,0.3992885943583139,0.03111097918084976,0.0,0.0,0.0,0.3470974818765006,0.165,0.234,0.2345125906174969,0.20722892025660272,1.1111610072493998,1.0,4.827283670360894
85524213fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524217fffffff,9001.066636906402,0.48767209133415407,1064.8170168859037,0.0,0.0,0.4984815963065583,0.07424100437122076,0.0,0.0,0.0,0.3370425422147592,0.165,0.234,0.28478728892620364,0.16298718574494078,1.1151829831140962,1.0,4.921800103181263
8552421bfffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524223fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
85524227fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
8552422bfffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
8552422ffffffff,11268.604261487806,0.4455514892750326,1000.2686866326643,0.0,0.0,0.8687270895977558,0.2235272827688015,0.0,0.0,0.0,0.3,0.1633615652572777,0.23342172891433333,0.4825292068561118,0.04288843885361324,1.1656600502827794,1.0,5.423723730273063
85524233fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
85524237fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
8552423bfffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
85524243fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524247fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
8552424bfffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
8552424ffffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524253fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524257fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
8552425bfffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524263fffffff,13845.371002759617,0.9811731255601085,681.9520019534312,0.0,0.0,0.5922297155580678,0.2243887362340091,0.0,0.0,0.0,0.3619113867480418,0.16500000000000004,0.234,0.25296025238244924,0.3957663498549277,1.1090903280558941,1.0,5.154473777936809
85524267fffffff,15974.960778205881,1.0814632241174658,473.11798142379894,0.0,0.0,0.8274528234623536,0.3168743835452248,0.0,0.0,0.0,0.34577350911716725,0.16075792791971846,0.23250279808931243,0.3834282510269299,0.4589211443331349,1.2085953984239188,1.0,5.791594649207473
8552426bfffffff,21664.0,1.765449864,71.0,0.0,0.0,0.757016248,0.470411743,0.0,0.0,0.0,0.4,0.165,0.234,0.21,0.76,1.1,1.0,5.54
8552426ffffffff,21664.0,1.765449864,71.0,0.0,0.0,0.757016248,0.470411743,0.0,0.0,0.0,0.4,0.165,0.234,0.21,0.76,1.1,1.0,5.54
85524273fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524277fffffff,10700.782853634608,0.4449508648763132,1053.8333902834597,0.0,0.0,0.7693680788780342,0.19202492649845634,0.0,0.0,0.0,0.3095834757086493,0.16500000000000004,0.234,0.42208262145675346,0.04216729311805691,1.1261666097165404,1.0,5.179915328338696
8552427bfffffff,11702.902885010188,0.8350927398023913,810.0372089026977,0.0,0.0,0.4711950574197741,0.13621680089245733,0.0,0.0,0.0,0.3630111507055707,0.16500000000000004,0.23400000000000004,0.2173977698588859,0.36052042762016345,1.1073977698588862,1.0,4.992565030442447
85524283fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524287fffffff,10157.3799240761,0.45860893284262905,1057.3448793274565,0.0,0.0,0.682765087885522,0.15436915331178117,0.0,0.0,0.0,0.3183621983186413,0.16499999999999998,0.23399999999999999,0.3781890084067932,0.08079367260202192,1.1226551206725432,0.9999999999999999,5.09739533580477
8552428bfffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
8552428ffffffff,8217.084279347146,0.507376961774651,1069.8831387441219,0.0,0.0,0.37353707842338324,0.019913984340999023,0.0,0.0,0.0,0.3497078468603046,0.16500000000000004,0.23400000000000004,0.221460765698477,0.2187145261853403,1.1101168612558783,1.0,4.802746239513136
85524293fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
85524297fffffff,8558.313526718614,0.4988003936349083,1067.678103219912,0.0,0.0,0.4279193274489862,0.04355988399435454,0.0,0.0,0.0,0.34419525804978,0.165,0.23399999999999999,0.2490237097510996,0.19445913541903231,1.112321896780088,1.0,4.854564574332067
8552429bfffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
855242a3fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855242a7fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855242abfffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855242affffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855242b3fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855242b7fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855242bbfffffff,11247.984748424631,0.4311973124683219,1050.297352191117,0.0,0.0,0.8565765170145156,0.22994395364516854,0.0,0.0,0.0,0.30074338047779275,0.165,0.234,0.4662830976110365,0.003270874102287909,1.129702647808883,1.0,5.263012223508749
855242c3fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
855242c7fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
855242cbfffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
855242cffffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
855242d3fffffff,8195.423583688844,0.5075267429271807,1069.1310705147735,0.0,0.0,0.3706289294755126,0.018830115327771513,0.0,0.0,0.0,0.34995939581844737,0.165,0.234,0.2204385251607685,0.2198213416011684,1.1118353090061794,1.0,4.804848139277384
855242d7fffffff,8199.0,0.507831498,1070.0,0.0,0.0,0.370654958,0.018660812,0.0,0.0,0.0,0.35,0.165,0.234,0.22,0.22,1.11,1.0,4.8
855242dbfffffff,7689.811313130213,0.4644423000305969,946.2870356606105,0.0,0.0,0.3669491729202441,0.04276520356139166,0.0,0.0,0.0,0.3442190203579724,0.165,0.23399999999999999,0.28243458013389744,0.1945636895750788,1.371300279819645,0.9999999999999999,5.490248969258088
85524303fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524307fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552430bfffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552430ffffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524313fffffff,11194.818617092717,0.49061691991422585,855.7776334718883,0.0,0.0,0.8827227068032633,0.1956195591461277,0.0,0.0,0.0,0.3,0.158601201102756,0.23174160038920802,0.5189319915671599,0.16749797113373968,1.2692679759988397,1.0,5.8703578965355385
85524317fffffff,10482.860583349404,0.7137716815504968,61.46199682733613,0.0,0.0,0.9416485332424215,0.04184755765218463,0.0,0.0,0.0,0.3032435525293663,0.13219251834446985,0.22242088882745994,0.7033655584131229,0.8315382373833767,1.897239450454911,1.0,8.228750986952884
8552431bfffffff,11045.226425284312,0.5819820709456316,562.8380851867357,0.0,0.0,0.9110972648985065,0.13903975179572878,0.0,0.0,0.0,0.29999999999999993,0.14895009195382658,0.22833532657193878,0.5927345909413262,0.4201299459145399,1.4793215280637746,1.0,6.775859019626272
85524323fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524327fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552432bfffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552432ffffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524333fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524337fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552433bfffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524343fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524347fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552434bfffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552434ffffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524353fffffff,10861.816124604371,0.694002020782323,203.67408081918416,0.0,0.0,0.9458864217989842,0.06966902226032086,0.0,0.0,0.0,0.3,0.1371171693293142,0.22415900093975796,0.6832216463052443,0.7298740969679516,1.736861608714926,1.0,7.886065583514343
85524357fffffff,10768.233734115673,0.7511585417044215,20.41596509938386,0.0,0.0,0.963637074045688,0.034273634565074186,0.0,0.0,0.0,0.3,0.13107959574939831,0.22202809261743467,0.7293913266222481,0.8879164642069266,1.8682676219248604,0.9999999999999999,8.452532045865276
8552435bfffffff,10965.89932851696,0.6304320073321171,407.49545925901464,0.0,0.0,0.9261439814987626,0.1090361012140739,0.0,0.0,0.0,0.3,0.14383221474302957,0.22652901696812808,0.6318712990238917,0.5540979081971676,1.5907106202987686,1.0,7.256036322639287
85524363fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524367fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552436bfffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552436ffffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524373fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524377fffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
8552437bfffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
85524383fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
85524387fffffff,6450.837520216219,0.34418210676620165,191.81250358222684,0.0,0.0,0.6880210640685667,0.0622889378303194,0.0,0.0,0.0,0.3466406248053137,0.13328437513238664,0.22280625004672466,0.4606718750389372,0.43842187316994924,2.5851874939257886,0.9999999999999999,6.529296869743471
8552438bfffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
8552438ffffffff,9280.282356099264,0.39434195494966406,693.1779213427048,0.0,0.0,0.7907779217095712,0.16209827199504684,0.0,0.0,0.0,0.319392504274853,0.15181309709309995,0.2293457989740353,0.46612149914502937,0.18228954018361818,1.7350461333754135,1.0,5.793597615421031
85524393fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
85524397fffffff,10472.141180552657,0.41547099656677844,904.3701629638762,0.0,0.0,0.8340626205308189,0.20414137323470113,0.0,0.0,0.0,0.3079146650563111,0.15961802776170847,0.23210048038648537,0.4684170669887378,0.0743978515293242,1.3769375497569059,1.0,5.4836959565204
8552439bfffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855243a3fffffff,8177.893554478727,0.5221869567355666,80.16075496213985,0.0,0.0,0.8037412396970613,0.04278513003720844,0.0,0.0,0.0,0.32775033703666956,0.131,0.22199999999999998,0.5801481800019842,0.6568971688919755,2.325105527401381,0.9999999999999999,7.438787597050559
855243a7fffffff,7084.965878287327,0.4252141487558043,106.400390489136,0.0,0.0,0.7361463583443263,0.04657502578919707,0.0,0.0,0.0,0.3394644600397928,0.131,0.22200000000000003,0.5168919157851186,0.5584985356657399,2.5172171446526033,1.0,7.007707870535623
855243abfffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
855243affffffff,10767.0,0.751912059,18.0,0.0,0.0,0.963871088,0.033807003,0.0,0.0,0.0,0.3,0.131,0.222,0.73,0.89,1.87,1.0,8.46
855243b3fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
855243b7fffffff,6102.0,0.337997983,130.0,0.0,0.0,0.675352343,0.049983612,0.0,0.0,0.0,0.35,0.131,0.222,0.46,0.47,2.69,1.0,6.62
855243bbfffffff,7524.142521996957,0.4641812215707781,95.85638532397444,0.0,0.0,0.7633083506436649,0.04505211285302922,0.0,0.0,0.0,0.33475731487677424,0.131,0.22199999999999998,0.5423104996654187,0.5980385550350957,2.4400199639790983,1.0,7.180930812534706
855243c3fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855243c7fffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855243cbfffffff,11294.0,0.43004075,1050.0,0.0,0.0,0.863910041,0.233132637,0.0,0.0,0.0,0.3,0.165,0.234,0.47,0.0,1.13,1.0,5.27
855243cffffffff,11267.28519557636,0.44635712394595045,997.6856201798937,0.0,0.0,0.8689772892364085,0.22302837641379894,0.0,0.0,0.0,0.3,0.16327646423073294,0.23339169325790576,0.4831799794120423,0.04511608337199093,1.1675122490958125,1.0,5.431708208940057
