,h3_05,worldpop2023_sum,adj_at_least_one,adj_exposed_airpol15_pop,adj_exposed_heat32_pop,adj_exposed_drought20_pop,adj_exposed_flood5_pop
2145,8552f58bfffffff,107369.7388379,82093.0,118282.0,0.0,41708.0,82093.0
2146,8552f58ffffffff,42202.8120063,42444.0,46026.0,0.0,41587.0,39816.0
2147,8552f593fffffff,78230.22120300001,22061.0,86590.0,0.0,0.0,22061.0
2148,8552f597fffffff,92639.276754,103258.0,103258.0,0.0,103258.0,0.0
2149,8552f59bfffffff,28306.3364887,32442.0,32442.0,0.0,19850.0,31612.0
2150,8552f5a3fffffff,39302.160489,2960.0,43371.0,0.0,0.0,2960.0
2151,8552f5a7fffffff,22835.800581,0.0,27888.0,0.0,0.0,0.0
2152,8552f5abfffffff,68194.96032,16176.0,76321.0,0.0,16176.0,0.0
2153,8552f5affffffff,46721.56597304,10777.0,50875.0,0.0,10447.0,10777.0
2154,8552f5b3fffffff,34289.9188115,22645.0,37754.0,0.0,22645.0,0.0
2155,8552f5b7fffffff,17600.88947483,1515.0,19783.0,0.0,0.0,1515.0
2156,8552f5bbfffffff,350096.75811510003,386068.0,386068.0,0.0,386068.0,22181.0
2157,8552f5c3fffffff,99070.44603499999,111182.0,113379.0,0.0,0.0,111182.0
2158,8552f5c7fffffff,95676.319168,95796.0,103562.0,0.0,30123.0,65673.0
2159,8552f5cbfffffff,141828.56086,131389.0,157111.0,0.0,0.0,131389.0
2160,8552f5cffffffff,99703.2657174,38877.0,105036.0,0.0,0.0,38877.0
2161,8552f5d3fffffff,70676.592097,78258.0,78258.0,0.0,48573.0,78258.0
2162,8552f5d7fffffff,117619.7630573,127078.0,127122.0,0.0,45371.0,127078.0
2163,8552f5dbfffffff,94439.35157669999,104640.0,105518.0,0.0,0.0,104640.0
2164,8552f687fffffff,0.038699562,0.0,0.0,0.0,0.0,0.0
2165,8552f6a3fffffff,105.29266516,0.0,117.0,0.0,0.0,0.0
2166,8552f6abfffffff,2141.9459649,2135.0,2308.0,2135.0,0.0,0.0
2167,8552f6b3fffffff,677.9988191570001,597.0,763.0,597.0,0.0,0.0
2168,85638403fffffff,90.71408136,0.0,106.0,0.0,0.0,0.0
2169,85638407fffffff,126.9976747,0.0,147.0,0.0,0.0,0.0
2170,8563840bfffffff,0.985151088,0.0,1.0,0.0,0.0,0.0
2171,8563840ffffffff,107.9349748,0.0,120.0,0.0,0.0,0.0
2172,8563841bfffffff,10.34594286,0.0,12.0,0.0,0.0,0.0
2173,85638433fffffff,4.288042285,0.0,6.0,0.0,0.0,0.0
2174,8563843bfffffff,,,,,,
2175,85638503fffffff,405.50215302,0.0,442.0,0.0,0.0,0.0
2176,85638513fffffff,,,,,,
2177,8563851bfffffff,0.436103881,0.0,0.0,0.0,0.0,0.0
2178,85638533fffffff,37.36713788,0.0,36.0,0.0,0.0,0.0
2179,856385b3fffffff,57.45279867,0.0,77.0,0.0,0.0,0.0
2180,856385b7fffffff,1024.37025876,0.0,1181.0,0.0,0.0,0.0
2181,8563a80bfffffff,146.3396385,0.0,164.0,0.0,0.0,0.0
2182,8563a843fffffff,5213.345069,0.0,5789.0,0.0,0.0,0.0
2183,8563a847fffffff,1941.319716,0.0,2107.0,0.0,0.0,0.0
2184,8563a84bfffffff,3147.9267246,0.0,3462.0,0.0,0.0,0.0
2185,8563a84ffffffff,,,,,,
2186,8563a853fffffff,2582.149018167,0.0,3017.0,0.0,0.0,0.0
2187,8563a857fffffff,,,,,,
2188,8563a85bfffffff,4274.610832,0.0,4786.0,0.0,0.0,0.0
2189,8563aa83fffffff,1839.2799542,0.0,2012.0,0.0,0.0,0.0
2190,8563aa87fffffff,102.3708679,0.0,85.0,0.0,0.0,0.0
2191,8563aa93fffffff,4944.631339,0.0,5339.0,0.0,0.0,0.0
2192,8563aa97fffffff,1689.106366,0.0,1952.0,0.0,0.0,0.0
2193,8563aa9bfffffff,2948.727293,0.0,3270.0,0.0,0.0,0.0
2194,8563aad3fffffff,,,,,,
2195,8563aad7fffffff,,,,,,
2196,8563ae0bfffffff,547.0378667,0.0,573.0,0.0,0.0,0.0
2197,8563ae23fffffff,55.30972041,0.0,78.0,0.0,0.0,0.0
2198,8563ae27fffffff,6411.215185,0.0,6551.0,0.0,0.0,0.0
2199,8563ae2bfffffff,5303.8744320000005,0.0,5828.0,0.0,0.0,0.0
2200,8563ae2ffffffff,4277.268732,0.0,4976.0,0.0,0.0,0.0
2201,8563ae43fffffff,669.2323036,0.0,794.0,0.0,0.0,0.0
2202,8563ae47fffffff,3176.314588,0.0,3502.0,0.0,0.0,0.0
2203,8563ae4bfffffff,376.7210453,0.0,394.0,0.0,0.0,0.0
2204,8563ae4ffffffff,3779.2822542000004,0.0,4163.0,0.0,0.0,0.0
2205,8563ae57fffffff,,,,,,
2206,8563ae63fffffff,3096.1072320000003,0.0,3424.0,0.0,0.0,0.0
2207,8563ae67fffffff,4209.475082,0.0,4704.0,0.0,0.0,0.0
2208,8563ae6bfffffff,1715.1470141999998,0.0,1933.0,0.0,0.0,0.0
2209,8563ae6ffffffff,2863.2906199999998,0.0,3103.0,0.0,0.0,0.0
2210,8563ae73fffffff,4070.4132720000002,0.0,4517.0,0.0,0.0,0.0
2211,8563ae77fffffff,1197.964499,0.0,1266.0,0.0,0.0,0.0
2212,8563ae7bfffffff,1128.724662,0.0,1247.0,0.0,0.0,0.0
