,h3_05,geometry,yeeap_number_of_sites,yeeap_distance_to_nearest_site_m
1672,8552e3cbfffffff,"POLYGON ((45.760438424075055 14.134974523941517, 45.7407769490774 14.050702880238923, 45.80283205201247 13.998737182873553, 45.884486575897235 14.030943855831282, 45.90422201346786 14.115112069267209, 45.842229132410914 14.167177032013829, 45.760438424075055 14.134974523941517))",1.0,2263.636098387124
1673,8552e3cffffffff,"POLYGON ((45.90422201346786 14.115112069267209, 45.884486575897235 14.030943855831282, 45.94634588886856 13.979007706868732, 46.02787806141893 14.011140662118983, 46.04768683844371 14.095205127976305, 45.98589027106005 14.147240377061555, 45.90422201346786 14.115112069267209))",1.0,7289.993048105257
1674,8552e3d3fffffff,"POLYGON ((45.819580543103775 14.38807847235494, 45.79984017308904 14.303662674448445, 45.86196708699321 14.251469346762207, 45.943771793924164 14.283592840669067, 45.96358623259102 14.367904691565332, 45.901522064650656 14.420196986656835, 45.819580543103775 14.38807847235494))",0.0,29363.392686000545
1675,8552e3d7fffffff,"POLYGON ((45.96358623259102 14.367904691565332, 45.943771793924164 14.283592840669067, 46.00570192864941 14.231428842722217, 46.087383399851426 14.263477885256338, 46.10727127979158 14.34768547144325, 46.045404415990475 14.399948269790842, 45.96358623259102 14.367904691565332))",0.0,15959.177106339546
1676,8552e3dbfffffff,"POLYGON ((45.71791291725697 14.271464494995332, 45.69824929134129 14.187068651336896, 45.760438424075055 14.134974523941517, 45.842229132410914 14.167177032013829, 45.86196708699321 14.251469346762207, 45.79984017308904 14.303662674448445, 45.71791291725697 14.271464494995332))",0.0,14922.978734897419
1677,8552e403fffffff,"POLYGON ((45.59478170790851 16.003068717902142, 45.574864057197495 15.917432443100786, 45.63823138595848 15.863786189886701, 45.72145275423574 15.895678603060718, 45.74144771241897 15.981209344853891, 45.67814417189964 16.034953196901046, 45.59478170790851 16.003068717902142))",0.0,51963.42350040889
1678,8552e407fffffff,"POLYGON ((45.74144771241897 15.981209344853891, 45.72145275423574 15.895678603060718, 45.78461747679693 15.842057819687335, 45.86771298694206 15.873870337499032, 45.887784595287215 15.959295204398485, 45.82468422013731 16.013013417644025, 45.74144771241897 15.981209344853891))",0.0,58689.59503312344
1679,8552e40bfffffff,"POLYGON ((45.491517565361 15.885459857431758, 45.471679388288315 15.799833747796118, 45.535109950049915 15.746285362085933, 45.61831563242517 15.778265209921814, 45.63823138595848 15.863786189886701, 45.574864057197495 15.917432443100786, 45.491517565361 15.885459857431758))",0.0,35108.35715719643
1680,8552e40ffffffff,"POLYGON ((45.63823138595848 15.863786189886701, 45.61831563242517 15.778265209921814, 45.68154414981217 15.72474212706977, 45.76462480222465 15.756642313918862, 45.78461747679693 15.842057819687335, 45.72145275423574 15.895678603060718, 45.63823138595848 15.863786189886701))",0.0,40907.262327565026
1681,8552e413fffffff,"POLYGON ((45.55119451565559 16.142588432985473, 45.53127507846816 16.056837584079393, 45.59478170790851 16.003068717902142, 45.67814417189964 16.034953196901046, 45.69814130524224 16.120598457889656, 45.63469845621702 16.17446481838532, 45.55119451565559 16.142588432985473))",0.0,64905.20090374623
1682,8552e417fffffff,"POLYGON ((45.69814130524224 16.120598457889656, 45.67814417189964 16.034953196901046, 45.74144771241897 15.981209344853891, 45.82468422013731 16.013013417644025, 45.844758389614576 16.09855274582311, 45.78151919278557 16.15239392344925, 45.69814130524224 16.120598457889656))",0.0,69293.70133114388
1683,8552e41bfffffff,"POLYGON ((45.44778739874361 16.02487241828934, 45.427947713614714 15.939130958024677, 45.491517565361 15.885459857431758, 45.574864057197495 15.917432443100786, 45.59478170790851 16.003068717902142, 45.53127507846816 16.056837584079393, 45.44778739874361 16.02487241828934))",0.0,48353.22394334541
1684,8552e423fffffff,"POLYGON ((45.93067503008506 15.820275642180235, 45.91060608908396 15.734965949502435, 45.97343028779883 15.681495316191338, 46.05625870504792 15.713237003504988, 46.07640325873285 15.798440549807895, 46.013643958312755 15.85200854313471, 45.93067503008506 15.820275642180235))",0.0,64602.02189019722
1685,8552e427fffffff,"POLYGON ((46.07640325873285 15.798440549807895, 46.05625870504792 15.713237003504988, 46.118880649227584 15.659793508373548, 46.20158188269718 15.691456359799629, 46.22180139623877 15.776553432031314, 46.159244892015856 15.830094113732775, 46.07640325873285 15.798440549807895))",0.0,78907.21243534694
1686,8552e42bfffffff,"POLYGON ((45.82765119528863 15.703145149945733, 45.807660911714954 15.617845588603078, 45.87054946166441 15.56447258528599, 45.95336411930385 15.596301502273928, 45.97343028779883 15.681495316191338, 45.91060608908396 15.734965949502435, 45.82765119528863 15.703145149945733))",0.0,49273.51542208659
1687,8552e42ffffffff,"POLYGON ((45.97343028779883 15.681495316191338, 45.95336411930385 15.596301502273928, 46.01605095908447 15.542955465614646, 46.098739246855004 15.574705772217738, 46.118880649227584 15.659793508373548, 46.05625870504792 15.713237003504988, 45.97343028779883 15.681495316191338))",0.0,64644.601918062086
1688,8552e433fffffff,"POLYGON ((45.887784595287215 15.959295204398485, 45.86771298694206 15.873870337499032, 45.93067503008506 15.820275642180235, 46.013643958312755 15.85200854313471, 46.03379156036319 15.937327198892676, 45.97089441704341 15.991019152952239, 45.887784595287215 15.959295204398485))",0.0,68765.4046696358
1689,8552e437fffffff,"POLYGON ((46.03379156036319 15.937327198892676, 46.013643958312755 15.85200854313471, 46.07640325873285 15.798440549807895, 46.159244892015856 15.830094113732775, 46.17946783222188 15.915306227717515, 46.116773977288716 15.968971306522079, 46.03379156036319 15.937327198892676))",0.0,80928.02135749631
1690,8552e43bfffffff,"POLYGON ((45.78461747679693 15.842057819687335, 45.76462480222465 15.756642313918862, 45.82765119528863 15.703145149945733, 45.91060608908396 15.734965949502435, 45.93067503008506 15.820275642180235, 45.86771298694206 15.873870337499032, 45.78461747679693 15.842057819687335))",0.0,51522.92940507469
1691,8552e443fffffff,"POLYGON ((45.24126338587903 15.789207049798096, 45.22158316915419 15.703487914076636, 45.28527779217076 15.650013140052119, 45.36859070130802 15.682159201009746, 45.388349415358505 15.76777396668376, 45.324716899174554 15.821347035022198, 45.24126338587903 15.789207049798096))",0.0,21934.28434344349
1692,8552e447fffffff,"POLYGON ((45.388349415358505 15.76777396668376, 45.36859070130802 15.682159201009746, 45.43208394105905 15.62870894687594, 45.51527339290195 15.660775319250865, 45.535109950049915 15.746285362085933, 45.471679388288315 15.799833747796118, 45.388349415358505 15.76777396668376))",0.0,17956.69520128205
1693,8552e44bfffffff,"POLYGON ((45.138147557662805 15.67126189857801, 45.11854705403967 15.585555698206871, 45.1823032265691 15.532179475930752, 45.26559852890975 15.564410896851438, 45.28527779217076 15.650013140052119, 45.22158316915419 15.703487914076636, 45.138147557662805 15.67126189857801))",0.0,11225.659459468732
1694,8552e44ffffffff,"POLYGON ((45.28527779217076 15.650013140052119, 45.26559852890975 15.564410896851438, 45.329153891891046 15.511059033753558, 45.412326570417726 15.54321101623032, 45.43208394105905 15.62870894687594, 45.36859070130802 15.682159201009746, 45.28527779217076 15.650013140052119))",1.0,6757.121857407119
1695,8552e453fffffff,"POLYGON ((45.19711007022161 15.928639489125477, 45.17742901530979 15.842804176355639, 45.24126338587903 15.789207049798096, 45.324716899174554 15.821347035022198, 45.34447684360753 15.90707792415044, 45.280704562168566 15.960773245441814, 45.19711007022161 15.928639489125477))",0.0,23197.088757827463
1696,8552e457fffffff,"POLYGON ((45.34447684360753 15.90707792415044, 45.324716899174554 15.821347035022198, 45.388349415358505 15.76777396668376, 45.471679388288315 15.799833747796118, 45.491517565361 15.885459857431758, 45.427947713614714 15.939130958024677, 45.34447684360753 15.90707792415044))",0.0,33154.01502225514
1697,8552e45bfffffff,"POLYGON ((45.09385272264369 15.81058371768948, 45.074251658132816 15.724760570377265, 45.138147557662805 15.67126189857801, 45.22158316915419 15.703487914076636, 45.24126338587903 15.789207049798096, 45.17742901530979 15.842804176355639, 45.09385272264369 15.81058371768948))",0.0,8403.777733854624
1698,8552e463fffffff,"POLYGON ((45.57856515272621 15.60735020298355, 45.558730326288796 15.521956934640105, 45.621883770167074 15.468655632866326, 45.70480896494959 15.500649527713259, 45.724720596326684 15.58593778962462, 45.66163040307968 15.639337154219998, 45.57856515272621 15.60735020298355))",0.0,20013.294044497405
1699,8552e467fffffff,"POLYGON ((45.724720596326684 15.58593778962462, 45.70480896494959 15.500649527713259, 45.767761319227446 15.447374419793306, 45.85056167542233 15.479289668339975, 45.87054946166441 15.56447258528599, 45.807660911714954 15.617845588603078, 45.724720596326684 15.58593778962462))",0.0,36223.235473460336
1700,8552e46bfffffff,"POLYGON ((45.47568102050962 15.489884128010383, 45.45592510521718 15.404503735460157, 45.51914125038326 15.35130075534912, 45.602050784153015 15.383379838223657, 45.621883770167074 15.468655632866326, 45.558730326288796 15.521956934640105, 45.47568102050962 15.489884128010383))",0.0,12200.442245512588
1701,8552e46ffffffff,"POLYGON ((45.621883770167074 15.468655632866326, 45.602050784153015 15.383379838223657, 45.66506639602884 15.330202886513698, 45.747851910701144 15.362203564187054, 45.767761319227446 15.447374419793306, 45.70480896494959 15.500649527713259, 45.621883770167074 15.468655632866326))",0.0,27866.67614117057
1702,8552e473fffffff,"POLYGON ((45.535109950049915 15.746285362085933, 45.51527339290195 15.660775319250865, 45.57856515272621 15.60735020298355, 45.66163040307968 15.639337154219998, 45.68154414981217 15.72474212706977, 45.61831563242517 15.778265209921814, 45.535109950049915 15.746285362085933))",0.0,23131.363154302107
1703,8552e477fffffff,"POLYGON ((45.68154414981217 15.72474212706977, 45.66163040307968 15.639337154219998, 45.724720596326684 15.58593778962462, 45.807660911714954 15.617845588603078, 45.82765119528863 15.703145149945733, 45.76462480222465 15.756642313918862, 45.68154414981217 15.72474212706977))",0.0,34815.237688953275
1704,8552e47bfffffff,"POLYGON ((45.43208394105905 15.62870894687594, 45.412326570417726 15.54321101623032, 45.47568102050962 15.489884128010383, 45.558730326288796 15.521956934640105, 45.57856515272621 15.60735020298355, 45.51527339290195 15.660775319250865, 45.43208394105905 15.62870894687594))",1.0,5366.8533298294205
1705,8552e483fffffff,"POLYGON ((45.61111615902269 16.400084287704797, 45.59111500501999 16.314212172508594, 45.6546976551938 16.260223873315088, 45.7382173058413 16.292010570533524, 45.75829627470005 16.377776648848496, 45.694777957079765 16.431862056600696, 45.61111615902269 16.400084287704797))",0.0,93730.91462970234
1706,8552e487fffffff,"POLYGON ((45.75829627470005 16.377776648848496, 45.7382173058413 16.292010570533524, 45.80159581612361 16.23804699156557, 45.88498857678234 16.26975254146012, 45.90514469584412 16.355412237664968, 45.84183108282854 16.409472754695013, 45.75829627470005 16.377776648848496))",0.0,98998.42830938545
1707,8552e48bfffffff,"POLYGON ((45.5074692060258 16.282344039025023, 45.48754809415099 16.19647934519532, 45.55119451565559 16.142588432985473, 45.63469845621702 16.17446481838532, 45.6546976551938 16.260223873315088, 45.59111500501999 16.314212172508594, 45.5074692060258 16.282344039025023))",0.0,75932.44225344172
1708,8552e48ffffffff,"POLYGON ((45.6546976551938 16.260223873315088, 45.63469845621702 16.17446481838532, 45.69814130524224 16.120598457889656, 45.78151919278557 16.15239392344925, 45.80159581612361 16.23804699156557, 45.7382173058413 16.292010570533524, 45.6546976551938 16.260223873315088))",0.0,81998.53998801486
1709,8552e493fffffff,"POLYGON ((45.567396210281636 16.540178379667513, 45.54739321295411 16.454193946294396, 45.61111615902269 16.400084287704797, 45.694777957079765 16.431862056600696, 45.71485916204064 16.517740406984817, 45.651200541078666 16.571947061419834, 45.567396210281636 16.540178379667513))",0.0,88290.58218595636
1710,8552e497fffffff,"POLYGON ((45.71485916204064 16.517740406984817, 45.694777957079765 16.431862056600696, 45.75829627470005 16.377776648848496, 45.84183108282854 16.409472754695013, 45.86198982801718 16.495244673837803, 45.79853640438017 16.54942690716321, 45.71485916204064 16.517740406984817))",0.0,102570.86942613436
1711,8552e49bfffffff,"POLYGON ((45.4636051726601 16.422334221906777, 45.443682498984344 16.336356420779076, 45.5074692060258 16.282344039025023, 45.59111500501999 16.314212172508594, 45.61111615902269 16.400084287704797, 45.54739321295411 16.454193946294396, 45.4636051726601 16.422334221906777))",0.0,82381.44889263618
1712,8552e4a3fffffff,"POLYGON ((45.948162874287014 16.215814316076294, 45.92800948849833 16.130267576993667, 45.99104496347681 16.076452209095336, 46.07416854894337 16.108086692684946, 46.09439803615657 16.1935267661852, 46.03142801426206 16.247439008962846, 45.948162874287014 16.215814316076294))",0.0,94271.74990193424
1713,8552e4a7fffffff,"POLYGON ((46.09439803615657 16.1935267661852, 46.07416854894337 16.108086692684946, 46.137000242395565 16.054297757046484, 46.21999560054071 16.085852181169468, 46.240300529090455 16.171185258187883, 46.17753483566997 16.22507089370277, 46.09439803615657 16.1935267661852))",0.0,103797.01505044312
1714,8552e4abfffffff,"POLYGON ((45.844758389614576 16.09855274582311, 45.82468422013731 16.013013417644025, 45.887784595287215 15.959295204398485, 45.97089441704341 15.991019152952239, 45.99104496347681 16.076452209095336, 45.92800948849833 16.130267576993667, 45.844758389614576 16.09855274582311))",0.0,76477.84532855322
1715,8552e4affffffff,"POLYGON ((45.99104496347681 16.076452209095336, 45.97089441704341 15.991019152952239, 46.03379156036319 15.937327198892676, 46.116773977288716 15.968971306522079, 46.137000242395565 16.054297757046484, 46.07416854894337 16.108086692684946, 45.99104496347681 16.076452209095336))",0.0,86225.84135486223
1716,8552e4b3fffffff,"POLYGON ((45.90514469584412 16.355412237664968, 45.88498857678234 16.26975254146012, 45.948162874287014 16.215814316076294, 46.03142801426206 16.247439008962846, 46.051660619746826 16.332991983527762, 45.98855177736327 16.38702697429714, 45.90514469584412 16.355412237664968))",0.0,104452.49138760849
1717,8552e4b7fffffff,"POLYGON ((46.051660619746826 16.332991983527762, 46.03142801426206 16.247439008962846, 46.09439803615657 16.1935267661852, 46.17753483566997 16.22507089370277, 46.19784326472481 16.310516812774978, 46.13493924895677 16.364525646121248, 46.051660619746826 16.332991983527762))",0.0,112071.09742726768
1718,8552e4bbfffffff,"POLYGON ((45.80159581612361 16.23804699156557, 45.78151919278557 16.15239392344925, 45.844758389614576 16.09855274582311, 45.92800948849833 16.130267576993667, 45.948162874287014 16.215814316076294, 45.88498857678234 16.26975254146012, 45.80159581612361 16.23804699156557))",0.0,86822.42794159986
1719,8552e4c3fffffff,"POLYGON ((45.256315147009914 16.186397508663802, 45.236553085288456 16.100436541367504, 45.30046562286062 16.046619537944835, 45.38407776690136 16.07866566966755, 45.40391884712574 16.164521755912084, 45.340068943004255 16.218436584413944, 45.256315147009914 16.186397508663802))",0.0,49568.01223355337
1720,8552e4c7fffffff,"POLYGON ((45.40391884712574 16.164521755912084, 45.38407776690136 16.07866566966755, 45.44778739874361 16.02487241828934, 45.53127507846816 16.056837584079393, 45.55119451565559 16.142588432985473, 45.48754809415099 16.19647934519532, 45.40391884712574 16.164521755912084))",0.0,58180.798693694844
1721,8552e4cbfffffff,"POLYGON ((45.15281723925319 16.068309166062967, 45.133135462541944 15.982358400247005, 45.19711007022161 15.928639489125477, 45.280704562168566 15.960773245441814, 45.30046562286062 16.046619537944835, 45.236553085288456 16.100436541367504, 45.15281723925319 16.068309166062967))",0.0,31965.605059353886
1722,8552e4cffffffff,"POLYGON ((45.30046562286062 16.046619537944835, 45.280704562168566 15.960773245441814, 45.34447684360753 15.90707792415044, 45.427947713614714 15.939130958024677, 45.44778739874361 16.02487241828934, 45.38407776690136 16.07866566966755, 45.30046562286062 16.046619537944835))",0.0,40529.9395731328
1723,8552e4d3fffffff,"POLYGON ((45.21202480676732 16.32641051881021, 45.192261860362265 16.240335613799726, 45.256315147009914 16.186397508663802, 45.340068943004255 16.218436584413944, 45.3599113042615 16.30440656351559, 45.295920633597504 16.358442385889543, 45.21202480676732 16.32641051881021))",0.0,57034.14321648105
1724,8552e4d7fffffff,"POLYGON ((45.3599113042615 16.30440656351559, 45.340068943004255 16.218436584413944, 45.40391884712574 16.164521755912084, 45.48754809415099 16.19647934519532, 45.5074692060258 16.282344039025023, 45.443682498984344 16.336356420779076, 45.3599113042615 16.30440656351559))",0.0,67318.13051811671
1725,8552e4dbfffffff,"POLYGON ((45.10838428386022 16.208214770511, 45.08870190285749 16.122149284177475, 45.15281723925319 16.068309166062967, 45.236553085288456 16.100436541367504, 45.256315147009914 16.186397508663802, 45.192261860362265 16.240335613799726, 45.10838428386022 16.208214770511))",0.0,41769.67145896394
1726,8552e503fffffff,"POLYGON ((46.6145050426985 15.848934467733825, 46.594060011469736 15.764043907039648, 46.656007903300456 15.71058877458091, 46.738333440589855 15.74192781340055, 46.7588511978857 15.826710565497573, 46.696970866933555 15.880262069836336, 46.6145050426985 15.848934467733825))",0.0,73576.94959021057
1727,8552e507fffffff,"POLYGON ((46.7588511978857 15.826710565497573, 46.738333440589855 15.74192781340055, 46.80007841894767 15.68850238754289, 46.88227325640519 15.719763506601462, 46.90286308952712 15.804438147202843, 46.84118618414291 15.857959761595607, 46.7588511978857 15.826710565497573))",0.0,62346.784072684335
1728,8552e50bfffffff,"POLYGON ((46.511604434072666 15.732626662748256, 46.49123695536837 15.647743499509307, 46.553251871980706 15.594385020972236, 46.63556741719707 15.625813035202093, 46.656007903300456 15.71058877458091, 46.594060011469736 15.764043907039648, 46.511604434072666 15.732626662748256))",0.0,70507.50733950722
1729,8552e50ffffffff,"POLYGON ((46.656007903300456 15.71058877458091, 46.63556741719707 15.625813035202093, 46.697379935265516 15.572484081739589, 46.77956557408796 15.603834377598824, 46.80007841894767 15.68850238754289, 46.738333440589855 15.74192781340055, 46.656007903300456 15.71058877458091))",0.0,58946.772000598176
1730,8552e513fffffff,"POLYGON ((46.572870775668385 15.987519956189901, 46.552421294486145 15.902515267917432, 46.6145050426985 15.848934467733825, 46.696970866933555 15.880262069836336, 46.71749344366849 15.965158874143157, 46.65547727647458 16.018835942910023, 46.572870775668385 15.987519956189901))",0.0,70718.84684290837
1731,8552e517fffffff,"POLYGON ((46.71749344366849 15.965158874143157, 46.696970866933555 15.880262069836336, 46.7588511978857 15.826710565497573, 46.84118618414291 15.857959761595607, 46.861781203409045 15.94274837622794, 46.79996896941668 15.996395965918486, 46.71749344366849 15.965158874143157))",0.0,56938.431270367386
1732,8552e51bfffffff,"POLYGON ((46.46982529752272 15.871108970541103, 46.449453643764464 15.786110909647148, 46.511604434072666 15.732626662748256, 46.594060011469736 15.764043907039648, 46.6145050426985 15.848934467733825, 46.552421294486145 15.902515267917432, 46.46982529752272 15.871108970541103))",0.0,85892.5907952458
1733,8552e523fffffff,"POLYGON ((46.94381531570126 15.66636837507862, 46.923230759557214 15.58180839467333, 46.984638453155455 15.528540244372046, 47.06656232694727 15.559735951009253, 47.08721794812257 15.644187607217274, 47.025878804156996 15.697551861120818, 46.94381531570126 15.66636837507862))",0.0,41759.60542695671
1734,8552e527fffffff,"POLYGON ((47.08721794812257 15.644187607217274, 47.06656232694727 15.559735951009253, 47.12776761320358 15.506499069950019, 47.20955964930249 15.537617907733052, 47.23028569052264 15.62196095050576, 47.169149448922695 15.675293747975392, 47.08721794812257 15.644187607217274))",0.0,30890.236692176102
1735,8552e52bfffffff,"POLYGON ((46.8411756813733 15.55053553501881, 46.8206678409816 15.465982948921516, 46.882143556600084 15.412811185190288, 46.964059263871995 15.444095602105033, 46.984638453155455 15.528540244372046, 46.923230759557214 15.58180839467333, 46.8411756813733 15.55053553501881))",0.0,33503.39525985515
1736,8552e52ffffffff,"POLYGON ((46.984638453155455 15.528540244372046, 46.964059263871995 15.444095602105033, 47.02533307004255 15.390954922188065, 47.10711771851647 15.42216266342189, 47.12776761320358 15.506499069950019, 47.06656232694727 15.559735951009253, 46.984638453155455 15.528540244372046))",0.0,27879.748487611017
1737,8552e533fffffff,"POLYGON ((46.90286308952712 15.804438147202843, 46.88227325640519 15.719763506601462, 46.94381531570126 15.66636837507862, 47.025878804156996 15.697551861120818, 47.04654006407537 15.782118092802179, 46.98506658317501 15.83560922761263, 46.90286308952712 15.804438147202843))",0.0,53772.72352643008
1738,8552e537fffffff,"POLYGON ((47.04654006407537 15.782118092802179, 47.025878804156996 15.697551861120818, 47.08721794812257 15.644187607217274, 47.169149448922695 15.675293747975392, 47.18988148786722 15.759751278761062, 47.12861142106216 15.813211348839594, 47.04654006407537 15.782118092802179))",0.0,47366.30876785975
1739,8552e53bfffffff,"POLYGON ((46.80007841894767 15.68850238754289, 46.77956557408796 15.603834377598824, 46.8411756813733 15.55053553501881, 46.923230759557214 15.58180839467333, 46.94381531570126 15.66636837507862, 46.88227325640519 15.719763506601462, 46.80007841894767 15.68850238754289))",0.0,50069.934971928385
1740,8552e543fffffff,"POLYGON ((46.2640015219128 15.638040606073252, 46.24378553577767 15.553059272455375, 46.30606879359214 15.499768968208224, 46.38850224776832 15.53136287396991, 46.40879216853089 15.616237485810583, 46.34657487503434 15.66962489922455, 46.2640015219128 15.638040606073252))",0.0,82611.55285437194
1741,8552e547fffffff,"POLYGON ((46.40879216853089 15.616237485810583, 46.38850224776832 15.53136287396991, 46.450583653071554 15.478101326892192, 46.532888664694994 15.509617444633747, 46.553251871980706 15.594385020972236, 46.49123695536837 15.647743499509307, 46.40879216853089 15.616237485810583))",0.0,70132.18478279443
1742,8552e54bfffffff,"POLYGON ((46.16122431936242 15.521387303341694, 46.14108617022242 15.436416069645686, 46.20343485354336 15.383223145712387, 46.285856434592986 15.414904061711441, 46.30606879359214 15.499768968208224, 46.24378553577767 15.553059272455375, 46.16122431936242 15.521387303341694))",0.0,64946.12203465145
1743,8552e54ffffffff,"POLYGON ((46.30606879359214 15.499768968208224, 46.285856434592986 15.414904061711441, 46.348003792524324 15.361739719110018, 46.43029773063687 15.393343063958064, 46.450583653071554 15.478101326892192, 46.38850224776832 15.53136287396991, 46.30606879359214 15.499768968208224))",0.0,74076.3860259381
1744,8552e553fffffff,"POLYGON ((46.22180139623877 15.776553432031314, 46.20158188269718 15.691456359799629, 46.2640015219128 15.638040606073252, 46.34657487503434 15.66962489922455, 46.36686869657531 15.754615175254116, 46.30451503227718 15.808127940027536, 46.22180139623877 15.776553432031314))",0.0,92880.46479686795
1745,8552e557fffffff,"POLYGON ((46.36686869657531 15.754615175254116, 46.34657487503434 15.66962489922455, 46.40879216853089 15.616237485810583, 46.49123695536837 15.647743499509307, 46.511604434072666 15.732626662748256, 46.449453643764464 15.786110909647148, 46.36686869657531 15.754615175254116))",0.0,83667.35997171483
1746,8552e55bfffffff,"POLYGON ((46.118880649227584 15.659793508373548, 46.098739246855004 15.574705772217738, 46.16122431936242 15.521387303341694, 46.24378553577767 15.553059272455375, 46.2640015219128 15.638040606073252, 46.20158188269718 15.691456359799629, 46.118880649227584 15.659793508373548))",0.0,75447.33765200031
1747,8552e563fffffff,"POLYGON ((46.594768189186674 15.45638524293706, 46.574409348699874 15.371733934443055, 46.636153960547794 15.318628508799133, 46.718190599048604 15.350077528042933, 46.73862171329376 15.43462157668135, 46.676944088480134 15.487823849137754, 46.594768189186674 15.45638524293706))",0.0,42806.83386453536
1748,8552e567fffffff,"POLYGON ((46.73862171329376 15.43462157668135, 46.718190599048604 15.350077528042933, 46.779733809012136 15.297002429372625, 46.86164081175181 15.328374696384756, 46.882143556600084 15.412811185190288, 46.8206678409816 15.465982948921516, 46.73862171329376 15.43462157668135))",0.0,28253.72055085389
1749,8552e56bfffffff,"POLYGON ((46.49224372826169 15.340207888891335, 46.471961900714895 15.255566651254439, 46.53377296909187 15.202558344603302, 46.615799581264696 15.234094140793156, 46.636153960547794 15.318628508799133, 46.574409348699874 15.371733934443055, 46.49224372826169 15.340207888891335))",0.0,47342.50885960919
1750,8552e56ffffffff,"POLYGON ((46.636153960547794 15.318628508799133, 46.615799581264696 15.234094140793156, 46.67740975785671 15.181115981180529, 46.75930751956784 15.212575233610208, 46.779733809012136 15.297002429372625, 46.718190599048604 15.350077528042933, 46.636153960547794 15.318628508799133))",0.0,33038.595603014146
1751,8552e573fffffff,"POLYGON ((46.553251871980706 15.594385020972236, 46.532888664694994 15.509617444633747, 46.594768189186674 15.45638524293706, 46.676944088480134 15.487823849137754, 46.697379935265516 15.572484081739589, 46.63556741719707 15.625813035202093, 46.553251871980706 15.594385020972236))",0.0,55895.5342599927
1752,8552e577fffffff,"POLYGON ((46.697379935265516 15.572484081739589, 46.676944088480134 15.487823849137754, 46.73862171329376 15.43462157668135, 46.8206678409816 15.465982948921516, 46.8411756813733 15.55053553501881, 46.77956557408796 15.603834377598824, 46.697379935265516 15.572484081739589))",0.0,43129.06116451623
1753,8552e57bfffffff,"POLYGON ((46.450583653071554 15.478101326892192, 46.43029773063687 15.393343063958064, 46.49224372826169 15.340207888891335, 46.574409348699874 15.371733934443055, 46.594768189186674 15.45638524293706, 46.532888664694994 15.509617444633747, 46.450583653071554 15.478101326892192))",0.0,58260.51519717908
1754,8552e583fffffff,"POLYGON ((46.6343840221759 16.24277101699402, 46.61385208945927 16.157648211090116, 46.67600457867745 16.103846101234765, 46.75862103577362 16.13507090835897, 46.779226150978396 16.220085379667747, 46.71714180364332 16.273983360203957, 46.6343840221759 16.24277101699402))",0.0,60181.71028039708
1755,8552e587fffffff,"POLYGON ((46.779226150978396 16.220085379667747, 46.75862103577362 16.13507090835897, 46.820569083033355 16.081297860193743, 46.90305376338356 16.112443578227044, 46.923731403646286 16.19734940912259, 46.861852015207354 16.25121814303599, 46.779226150978396 16.220085379667747))",0.0,43908.1162870792
1756,8552e58bfffffff,"POLYGON ((46.53110452130927 16.126344017373974, 46.51065068633368 16.041225903534666, 46.572870775668385 15.987519956189901, 46.65547727647458 16.018835942910023, 46.67600457867745 16.103846101234765, 46.61385208945927 16.157648211090116, 46.53110452130927 16.126344017373974))",0.0,71738.7955435446
1757,8552e58ffffffff,"POLYGON ((46.67600457867745 16.103846101234765, 46.65547727647458 16.018835942910023, 46.71749344366849 15.965158874143157, 46.79996896941668 15.996395965918486, 46.820569083033355 16.081297860193743, 46.75862103577362 16.13507090835897, 46.67600457867745 16.103846101234765))",0.0,56144.25218529626
1758,8552e593fffffff,"POLYGON ((46.592631190290476 16.381932374082687, 46.57209472300637 16.296697635282268, 46.6343840221759 16.24277101699402, 46.71714180364332 16.273983360203957, 46.73775182669598 16.359109697718033, 46.67553069031916 16.413132075212324, 46.592631190290476 16.381932374082687))",0.0,68228.47625673613
1759,8552e597fffffff,"POLYGON ((46.73775182669598 16.359109697718033, 46.71714180364332 16.273983360203957, 46.779226150978396 16.220085379667747, 46.861852015207354 16.25121814303599, 46.88253493377474 16.336235770616582, 46.820519270069106 16.390229325542492, 46.73775182669598 16.359109697718033))",0.0,52188.677060539296
1760,8552e59bfffffff,"POLYGON ((46.48920569559248 16.265405411116777, 46.46874760398104 16.180174581994326, 46.53110452130927 16.126344017373974, 46.61385208945927 16.157648211090116, 46.6343840221759 16.24277101699402, 46.57209472300637 16.296697635282268, 46.48920569559248 16.265405411116777))",0.0,76508.94414739696
1761,8552e5a3fffffff,"POLYGON ((46.96479736437268 16.058700194181547, 46.94412509396045 15.9739068669602, 47.005733393154294 15.920289352364039, 47.087944999013956 15.951369536967077, 47.108688772847955 16.03605399963551, 47.04714961299309 16.089767121649945, 46.96479736437268 16.058700194181547))",0.0,27688.351669847783
1762,8552e5a7fffffff,"POLYGON ((47.108688772847955 16.03605399963551, 47.087944999013956 15.951369536967077, 47.14934937118851 15.897782688980698, 47.23142805346613 15.928784863333423, 47.25224267864092 16.013360169429696, 47.190907945424 16.067042436042257, 47.108688772847955 16.03605399963551))",0.0,19192.58309479471
1763,8552e5abfffffff,"POLYGON ((46.861781203409045 15.94274837622794, 46.84118618414291 15.857959761595607, 46.90286308952712 15.804438147202843, 46.98506658317501 15.83560922761263, 47.005733393154294 15.920289352364039, 46.94412509396045 15.9739068669602, 46.861781203409045 15.94274837622794))",0.0,44899.69793270011
